url,Position,Company,Location,Job_Description
"https://www.glassdoor.co.in/job-listing/rpa-developer-uipath-take-two-interactive-software-inc-JV_IC2940587_KO0,20_KE21,54.htm?jl=1009239397766",RPA Developer (UiPath),"Take-Two Interactive Software, Inc.",Bengaluru,"Job Title: RPA Developer
Who We Are:
Take-Two Interactive Software, Inc. is a leading developer, publisher, and marketer of interactive entertainment for consumers around the globe. For more than 25 years, our development teams have created some of the most critically acclaimed and commercially successful entertainment experiences, captivating and engaging audiences around the world. We are incredibly proud of our ability to deliver consistently the highest-quality titles, as well as our colleagues who help to create our unique culture and work environment that is inclusive, diverse, and dynamic."
"https://www.glassdoor.co.in/job-listing/xr-game-developer-embright-infotech-JV_IC2940587_KO0,17_KE18,35.htm?jl=1009157429865",XR Game Developer,Embright Infotech,Bengaluru,"Location: Remote
Employment Type: Full-Time
What You'll Do
At Embright Infotech, we are looking for an experienced XR- VR/AR Software Developer to join our team. You will be responsible for designing, developing, and testing software for Experienced Inclusive Learning, Spacial Interactive Experience Centres, and XR studios. Your main duties will include:
Collaborating with designers and other developers to identify needs and develop solutions.
- Developing and testing software for XR- VR/AR applications.
We are looking for someone who is passionate about immersive technologies, has experience in developing XR- VR/AR software, and is always looking for new and innovative solutions."
"https://www.glassdoor.co.in/job-listing/android-developer-intern-greedygame-media-JV_IC2940587_KO0,24_KE25,41.htm?jl=1008428241932",ANDROID DEVELOPER INTERN,GreedyGame Media,Bengaluru,"At GreedyGame, we are revolutionizing the way the world looks at mobile advertising. Every day, 7 million+
users get to enjoy a seamless and beautiful gaming experience because of our platform. We are looking for
driven, forward-thinking, problem solvers to make this system bigger and better. GreedyGame is a platform
which enables blending of ads within mobile gaming experience using assets like background, characters,
power-ups throughout SDK. It helps advertisers engage audiences while they are using apps or playing games
and empowers developers to monetize their app development efforts through non-intrusive advertising."
"https://www.glassdoor.co.in/job-listing/unity-game-developer-tawasol-riyadh-JV_IC2940587_KO0,20_KE21,35.htm?jl=1009301032002",Unity Game Developer,Tawasol Riyadh,Bengaluru,"Job Title: Unity Programmer - Strategy Game
Location: Banglore, India
Company Overview:
Tawasol Riyadh Co Ltd is a dynamic and innovative Aviation & Game Development known for creating immersive and engaging games. We are currently seeking a talented and experienced Technical Artist to join our growing team.
Job Description:
As a Unity Programmer at Tawasol Riyadh Co Ltd, you will be a key player in the development of our strategic game, working closely with the design, art, and other programming teams to implement and optimize game features. If you are passionate about strategy games and have a strong background in Unity development, we invite you to join our team and help create the next generation of engaging gaming experiences."
"https://www.glassdoor.co.in/job-listing/junior-unity-developer-ixie-gaming-JV_IC2940587_KO0,22_KE23,34.htm?jl=1008666135960",Junior Unity Developer,iXie Gaming,Bengaluru,"Job Information
RSD NO
6945
Industry
Game Development
Min Experience
2
Max Experience
3
City"
"https://www.glassdoor.co.in/job-listing/slot-game-developer-gammastack-JV_IC2940587_KO0,19_KE20,30.htm?jl=1009246914452",Slot Game Developer,Gammastack,Bengaluru,"Exp: Exp- 4+yrs
Location: Indore/ Bengaluru

Responsibilities:
Lead the design and development of high-quality slot games from concept to launch
Collaborate with cross-functional teams including artists, developers, and producers to deliver exceptional gaming experiences
Develop and maintain a deep understanding of player preferences and market trends"
"https://www.glassdoor.co.in/job-listing/senior-unity-game-developer-learning-yogi-JV_IC2940587_KO0,27_KE28,41.htm?jl=1005577823281",Senior Unity Game Developer,Learning Yogi,Bengaluru,"Key responsibilities:
Work with game designers to flesh out and document game ideas
Develop multiple educational games from scratch using agile methodologies
Devise the overall technical architecture for each game
Coding in Unity and C#
Unit and Functional Testing
Take a hands-on role in implementing and deploying working games in an iterative manner
Contribute to recruiting new talent, as per the organisation’s needs"
"https://www.glassdoor.co.in/job-listing/backend-developer-cred-JV_IC2940587_KO0,17_KE18,22.htm?jl=1009316840934",backend developer,CRED,Bengaluru,"what is CRED?

CRED is an exclusive community for India’s most trustworthy and creditworthy individuals, where the members are rewarded for good financial behavior. CRED was born out of a need to bring back the focus on a long lost virtue, one of trust, the idea being to create a community centered around this virtue. a community that constantly strives to become more virtuous in this regard till they finally scale their behavior to create a utopia where being trustworthy is the norm and not the exception. to build a community like this requires a community of its own; a community special in its own way, working towards making this vision come true."
"https://www.glassdoor.co.in/job-listing/unreal-game-developer-xogar-games-JV_IC2940587_KO0,21_KE22,33.htm?jl=1009313224608",Unreal Game Developer,Xogar Games,Bengaluru,"Xogar Games is a web3 gaming company that aims to redefine traditional gaming paradigms by introducing decentralized and player centric principles, ultimately creating a more inclusive and rewarding gaming experience. Our vision is to revolutionize the gaming industry by leveraging the unique feature of blockchain to enhance player experience, ownership and interaction within the gaming ecosystem. Our play to earn module has opened gates to incorporate NFT to represent in-game assets, characters, and items as unique verifiable tokens on the blockchain.
Job Overview:
We are seeking a talented and experienced Unreal Game Developer to join our dynamic team. As an Unreal Game Developer, you will play a crucial role in the design, development, and optimization of high-quality game experiences using Unreal Engine. If you are passionate about pushing the boundaries of gaming experiences and have a strong background in Unreal Engine development, we invite you to join our team and contribute to the creation of cutting-edge and memorable games.
Responsibilities:
Developing and implementing new gameplay features.
Collaborate with the game design team to understand and implement game mechanics, features, and objectives.
Designing levels with player experience in mind.
Write clean, well-documented, and efficient code in C++ and Blueprints.
Implement core gameplay systems, character controllers, AI behaviors, and other game features.
Translate game design concepts into efficient and functional code within the Unreal Engine.
Identify and resolve performance bottlenecks to ensure smooth and responsive gameplay.
Optimize code and assets for various target platforms, including PC, consoles, and mobile devices.
Debugging, optimizing, and ensuring software stability in the game's engine.
Dealing with performance and multiplatform-deployment challenges.
Collaborating with the art and design departments to improve gameplay, game features, and final game output.
Provide support and documentation for other team members to facilitate collaboration.

Requirements:
Bachelor’s degree in Computer Science, Game Development, or related field.
Extensive expertise in Unreal Engine 5.2 and 5.3 to develop high-quality performance, and visually stunning interactive experiences.
3-5 years of proven experience in Unreal Engine Development.
Proficiency in C++ and Blueprints programming within Unreal Engine.
Solid understanding of game development principles.
Understanding of 3D mathematics and algorithms.
Strong problem solving and debugging skills."
"https://www.glassdoor.co.in/job-listing/unity-developer-slot-game-zvky-design-studio-JV_KO0,25_KE26,44.htm?jl=1009421207684",Unity Developer (Slot game),Zvky Design Studio,India,"Unity Game Developer (Slots)
Experience : 5+ Years
Hands on experience on :
Slot game mechanism Casino games
Experience in both Land based and igaming.
Must have skills
1. Experience in C#
2. Actual working language on Unity slot games. Land slot games preferred
3. Experience in API integration
4. Experience in integrating Spine in Unity"
"https://www.glassdoor.co.in/job-listing/unreal-game-developer-freelancer-xogar-games-JV_IC2940587_KO0,32_KE33,44.htm?jl=1009421638581",Unreal Game Developer (Freelancer),Xogar Games,Bengaluru,"COMPANY PROFILE
Xogar Games is a web3 gaming company that aims to redefine traditional gaming paradigms by introducing decentralized and player centric principles, ultimately creating a more inclusive and rewarding gaming experience. Our vision is to revolutionize the gaming industry by leveraging the unique feature of blockchain to enhance player experience, ownership and interaction within the gaming ecosystem. Our play own earn module has opened gates to incorporate NFT to represent in-game assets, characters, and items as unique verifiable tokens on the blockchain.
JOB DESCRIPTION
We are seeking a highly skilled Unreal Developer specialized in Chaos Physics to join our dynamic game development team. As an Unreal Developer, you will play a pivotal role in creating and optimizing physics-based systems within our games, utilizing Unreal Engine’s Chaos Physics system. You will work closely with designers, artists, and other engineers to implement realistic and responsive physics that enhances gameplay and create immersive experiences for players.
RESPONSBILITIES
Chaos Physics Implementation:
Develop and integrate advanced physics simulations using Unreal Engine’s Chaos Physics system.
Create realistic physical interactions for destructible environments, dynamic objects, and complex character animations.
Optimize physics systems for performance across multiple platforms.
Gameplay Integration:
Collaborate with game designers to implement physics-driven gameplay mechanics.
Ensure that physics-based interactions align with the game’s overall design and artistic vision.
Troubleshoot and resolve issues related to physics interactions and behaviors.
System Optimization:
Analyze and optimize physics code to ensure smooth performance on all targeted platforms.
Identify performance bottlenecks and propose solutions to improve physics simulation efficiency.
Technical Collaboration:
Work with the art and animation teams to ensure that physics-driven assets are correctly integrated into the game.
Provide technical guidance on the use of Chaos Physics to other team members.
Collaborate with other engineers to integrate physics systems with other gameplay systems.
Research & Development:
Stay up-to-date with the latest advancements in Chaos Physics and Unreal Engine.
Experiment with new physics techniques and tools to push the boundaries of what’s possible in game physics.
Prototype and develop new features and systems to enhance the player experience.
QUALIFICATION
Bachelor’s degree in Computer Science, Software Engineering, Game Development, or a related field.
3+ years of experience in Unreal Engine development, with a strong focus on physics systems.
Proven experience working with Chaos Physics in a game development environment.
Proficiency in C++ and Blueprints within Unreal Engine.
Deep understanding of Chaos Physics, including rigid body dynamics, destruction, fluid simulations, and more.
Experience with profiling and optimizing physics simulations for performance.
Strong knowledge of mathematics and algorithms related to physics simulations.
Excellent problem-solving skills and attention to detail.
Strong communication and collaboration skills, with the ability to work effectively in a team environment.
Ability to take initiative and work independently on complex tasks.
Preferred Qualifications:
Experience with other physics engines or systems beyond Chaos Physics.
Experience in developing multiplayer or networked physics systems.
Familiarity with other aspects of Unreal Engine, such as AI, animation, or graphics.
Previous experience in a AAA game development environment"
"https://www.glassdoor.co.in/job-listing/game-developer-vr-apps-developer-alive-now-JV_IC2940587_KO0,32_KE33,42.htm?jl=1006174107956",Game Developer / VR Apps Developer,alive now,Bengaluru,"Excellent knowledge and working
experience
of Unity3D Game Engine,
C#. Must be
experienced with Unity GUI,
Object Oriented
Design principles,
asset bundles and script
writing in C#."
"https://www.glassdoor.co.in/job-listing/html5-game-developer-alive-now-JV_IC2940587_KO0,20_KE21,30.htm?jl=1006174107952",HTML5 Game Developer,alive now,Bengaluru,"Build games on platforms like facebook,

twitter, instagram etc applications.

Individuals with comprehensive knowledge

in Phaser JS / Pixi JS, Javascript."
"https://www.glassdoor.co.in/job-listing/unity-developer-medtrix-healthcare-JV_IC2940587_KO0,15_KE16,34.htm?jl=1007755896822",Unity Developer,MedTrix Healthcare,Bengaluru,"Job purpose
The candidate will be responsible for implementing game functionality translating design ideas, concepts and requirements into a functional and engaging game.
Duties and responsibilities
Experience in designing, programming, debugging software in C#, C++ and other scripting languages (JavaScript).
Knowledge of game engines like Unity, Vuforia, Unreal4, and various VR device controls and functionality (Oculus, HTC Vive, Samsung Gear etc.).
Ability to design VR/Gaming product document, flowchart."
"https://www.glassdoor.co.in/job-listing/associate-software-test-engineer-brightpoint-studios-JV_KO0,32_KE33,52.htm?jl=1009416987839",Associate Software Test Engineer,BrightPoint Studios,India,"Job Description:
Are you a passionate gamer with an eye for detail? Brightpoint Studios is on the lookout for an Associate Software QA Engineer to play a pivotal role in the testing and quality assurance of our gaming products. Collaborate closely with developers, designers, and fellow QA team members to identify and resolve issues, ensuring our games meet the highest standards of quality. The ideal candidate should have a strong background in game testing, a solid understanding of testing techniques, and experience with SQL (BigQuery), MongoDB.
Key Responsibilities:"
"https://www.glassdoor.co.in/job-listing/unity-game-developer-blacklight-studio-works-JV_IC4477468_KO0,20_KE21,44.htm?jl=1009276484652",Unity Game Developer,BlackLight Studio Works,Noida,"- Minimum 2 years of working experience in game development
- Expert knowledge of Unity, including experience with scripting, textures, animation, GUI styles, user session management, physics and particle systems
- Experience of shipping out games on Android/ iOS and rolling out updates to them
- Ability to plan and estimate timelines of new features/ releases.
- Hands-on experience in optimising games for speed, performance, and experience; profiling of the game to identify cause of performance issues.
- Understanding of multithreading, async and thread safe code"
"https://www.glassdoor.co.in/job-listing/tech-writer-aristocrat-JV_IC4477468_KO0,11_KE12,22.htm?jl=1009367935744",Tech Writer,Aristocrat,Noida,"The Technical Writing team manages Aristocrat’s technical product content. We are a team of highly talented Technical
Writers who work collaboratively with developers, quality engineers, product managers, and field technicians to
document the organization’s products.
We are looking for a Technical Writer to develop high-quality documentation that contributes to the overall success of
our products. The Technical Writer creates documents for both, highly technical and non-technical users. We deliver
varied form of documents, such as User Guides, Help File, Installation Instructions, Release Notes, Technical Notes,
Support Notes, Known Issues, and so on.
The Technical Writer’s role is to develop written information and documentation about the organization’s products,
tool sets, templates, publication standards, etc. Outputs include a range of informative, procedural, and technical
documents to be used by technical and non-technical personnel across all departments and for product certification.
Additionally, the Technical Writer contributes to the global technical writing team to assist with company-wide
initiatives and defining standards for technical communications
None"
"https://www.glassdoor.co.in/job-listing/sr-unity-developer-webmobril-technologies-JV_IC4477468_KO0,18_KE19,41.htm?jl=1009370703821",Sr. Unity Developer,WebMobril Technologies,Noida,"Sr. Unity Developer
Experience – 5 to 6 Years
Job description
Good Understanding of Engine.
AT least 5 plus games made and published.
Worked on at least 2plus 3d Games.
Understanding of Vector Mathematics.
Understanding of Data Structures.
Knowledge of Multiplayer Programming.
Understanding of SOLID Principles."
"https://www.glassdoor.co.in/job-listing/unity-game-developer-edgeconnect-global-pvt-ltd-JV_IC4477468_KO0,20_KE21,47.htm?jl=1009383907160",Unity Game Developer,Edgeconnect global Pvt.Ltd.,Noida,"Hi,
We have an urgent opening for unity game developer with exp of unreal primary.
Should have developed some game and published in the market.
A go getter candidate who wants to make a career in gaming world.
Location- Noida
Immediate joiner require
Job Types: Full-time, Permanent
Schedule:
Day shift"
"https://www.glassdoor.co.in/job-listing/jr-unity-developer-webmobril-technologies-JV_IC4477468_KO0,18_KE19,41.htm?jl=1009370703824",Jr. Unity Developer,WebMobril Technologies,Noida,"Jr. Unity Developer
Experience – 2+ Years
Job description
Unity UI
At least 2-3 Games made using Unity
Understanding basic Programming Concepts => OOPS concepts
Understanding of one or two design patters
Implemented Rest API with unity
Plugin Integration"
"https://www.glassdoor.co.in/job-listing/game-artist-2d-3d-bamigos-vr-llp-JV_KO0,17_KE18,32.htm?jl=1009385587795",Game Artist (2D\3D),Bamigos VR LLP,Delhi,"About Us
Bamigos.com creates exciting, family-friendly games for entertainment centers. Our small, dynamic team is passionate about delivering fun, engaging experiences for players of all ages.
Job Description
We're seeking a versatile Game Artist to help bring our family entertainment center games to life! This role is ideal for a generalist who can work on both 2D and 3D aspects of our games. We welcome applications from freshers and those with up to 3 years of experience.
Key Responsibilities
- Create 2D and 3D art assets for family-friendly games (characters, environments, UI, etc.)"
"https://www.glassdoor.co.in/job-listing/html5-game-developer-coolboots-media-JV_IC2921225_KO0,20_KE21,36.htm?jl=1009133796436",HTML5 Game Developer,CoolBoots Media,Gurgaon,"Position Name
Position: HTML5 Game Developer
Exp required
3-5 Years


Job Description:
Programming Languages
Proficiency in HTML5,CSS and Java Script.
Development Tools
Familiarity with gamingJS framework in Javascript For ex : CreateJS or Phaser or PixiJS etc and in construct 2"
"https://www.glassdoor.co.in/job-listing/android-developer-icore-JV_IC4477468_KO0,17_KE18,23.htm?jl=1006802257463",Android Developer,iCore,Noida,"Experience: 2 Years
Location: Noida
Education: B.E./B.Tech/ M.Tech ) in computer science
Industry Type: IT-Software-Mobile/ Software Services
Role: Mobile Application Developer
Functional Area: IT/Mobile Application, Games
Job Description
Independently drive the development of Android based application with assistance of UX team and work on the necessary patterns notations and tools."
"https://www.glassdoor.co.in/job-listing/unity-developer-monalisa-group-of-services-JV_IC4477468_KO0,15_KE16,42.htm?jl=1008096149714",UNITY DEVELOPER,Monalisa Group of Services,Noida,"Skills:
Good knowledge of OOPs with C#.
Comfortable with 2D & 3D Environment.
Knowledge of Shader graph, Procedural animation, 0bject Pooling.
Good in-game Optimization [Especially in 3d].
Work in Multiplayer games [will be plus]
[Type of game you like personally to make in 3D or 2D Space]"
"https://www.glassdoor.co.in/job-listing/android-developer-webkul-software-JV_IC4477468_KO0,17_KE18,33.htm?jl=1009361507875",Android Developer,Webkul Software,Noida,"We are looking for android developers who have a deep understand of programming and android programming than just making a basic android app.
Experience CTCInterview Process
Machine Round Technical Round HR Round
Job LocationEducation
Apply By Github
Android Developer
We are looking for android developers who have a deep understand of programming and android programming than just making a basic android app."
"https://www.glassdoor.co.in/job-listing/unity-developer-todquest-enterprises-pvt-ltd-JV_IC4477468_KO0,15_KE16,44.htm?jl=1009412114984",Unity Developer,Todquest Enterprises pvt ltd,Noida,"We are looking for a Unity Game Developer with Good Communication Skills and Knowledge with a minimum of 1 years of experience.
Immediate Joiners and Noida/Delhi People more Preferable.
Location: Noida
You will be responsible for planning and implementing game functionality, building the game code, identifying bottlenecks, and ensuring the quality of the finished product.
You may also be required to build patches and install game updates.
Good knowledge of shading and lighting.
Experience in AR/VR is mandatory."
"https://www.glassdoor.co.in/job-listing/sr-engineer-i-java-developer-aristocrat-JV_IC4477468_KO0,28_KE29,39.htm?jl=1009339813254",Sr Engineer I (Java Developer),Aristocrat,Noida,"We’re looking for a Java Developer with an interest in DevOps to expand and improve our Remote Gaming Platform. RGP is our innovative platform which delivers exciting world class games and enables us to integrate with any operator in the world, providing thrilling gaming experiences to millions of players! Roxor develops and provides a wide variety of much-loved games
What You'll Do
You will be a member of an agile development team, working as one of the five teams in the RGP area. During a typical sprint, you can expect to be solving interesting problems together with your colleagues, developing these solutions and working with QAs and POs to make sure we're delivering fantastic features to our customers! As a core part of the business, you can expect to be working with both internal and external games teams who will be delivering their games to the player via the RGP.
None"
"https://www.glassdoor.co.in/job-listing/game-developer-athmin-JV_IC4477468_KO0,14_KE15,21.htm?jl=1008602519517",Game Developer,ATHMIN,Noida,"Benefits of working with Athmin Technologies
Equal Opportunity
We respect and value our every employee, we give them ample support for growth and pay attention to employee feedback.
Learning & Development
Well defined technical and non-technical training sessions help to enhance their skills and be a better professional.
Favorable Work Environment
We are provided with all necessary equipment, amenities, and conference rooms to facilitate smooth work.
Leaders Support
Timely guidance, feedback, and constructive evaluation to improve and develop skills.

We are looking for Game Developers, who will be responsible to implement game functionality translating design ideas, concepts, and requirements into a functional and engaging game."
"https://www.glassdoor.co.in/job-listing/sr-c-developer-aristocrat-JV_IC4477468_KO0,14_KE15,25.htm?jl=1009396783301",Sr C# Developer,Aristocrat,Noida,"We are looking for an Sr Engineer to develop backend of amazing games for various platform iOS/Android. Should be an enthusiastic game developer with an eye for details and at heart with game math calculation, Server-side business logic, Server performance aspects. A solid team player that loves building amazing products/games. You will be joining a team that lives to make the greatest games in the industry. If you are a creative thinker with an analytical mind; if you love your craft and are dedicated to making your work and yourself better every day, then you are certainly an individual that we want to hire. Your role will be to work as individual contributor and also help mentoring other team members. You will be responsible for owning complete game development cycle for your game, interacting with multiple stakeholders for understanding game requirements and helping your peers and other team members to understand those requirements to build great games,"
"https://www.glassdoor.co.in/job-listing/software-developer-ocean-techventures-pvt-ltd-JV_IC4477468_KO0,18_KE19,45.htm?jl=1009313626762",Software Developer,Ocean Techventures Pvt. Ltd.,Noida,"Job description – Software Developer
We are looking for a Software Developer to build and implement functional programs. You will work with other Developers and Managers throughout the software development life cycle.
In this role, you should be a team player with a keen eye for detail and problem-solving skills.
Responsibilities
· Produce clean, efficient code based on specifications
· Verify and deploy programs and systems
· Troubleshoot, debug, and upgrade existing software
· Integrate software components and third-party programs"
"https://www.glassdoor.co.in/job-listing/technical-writer-aristocrat-JV_IC2921225_KO0,16_KE17,27.htm?jl=1009415014048",Technical Writer,Aristocrat,Gurgaon,"The Technical Writing team manages Aristocrat’s technical product content. We are a team of highly talented Technical Writers who work collaboratively with developers, quality engineers, product managers, and field technicians for documenting the organization’s products.
We are looking for a Technical Writer to develop high-quality documentation that contributes to the overall success of our products. The Technical Writer creates documents for both, highly technical and non-technical users. We deliver varied form of documents, such as User Guides, Help File, Installation Instructions, Release Notes, Technical Notes, Support Notes, Known Issues, and so on.
The Technical Writer’s role is to develop written information and documentation about the organization’s products, tool sets, templates, publication standards, etc. Outputs include a range of informative, procedural, and technical documents to be used by internal/external technical and non-technical personnel, such as casino operators, players, technicians, Aristocrat employees and for product certification. Additionally, the Technical Writer contributes to the global technical writing team to assist with company-wide initiatives and defining standards for technical communications.
None"
"https://www.glassdoor.co.in/job-listing/net-developer-aristocrat-JV_IC4477468_KO0,13_KE14,24.htm?jl=1009318981889",.Net Developer,Aristocrat,Noida,"The role you are looking to fill and description of the ideal candidate
We are looking for a seasoned .Net Developer who can work in collaboration with Global Systems Studio Directors, Delivery Managers, Team Leads, Product Owners/Market teams, HR in execution of Business plans/strategy; embed change into day-to-day working practice and organization culture so as to build a performance-oriented organization.

Team makeup/size and function of the team within the organization

You will be working as part of team responsible for building and maintaining systems focusing on Oasis Loyalty product suite and closely integrated with Oasis which enables the core Systems business.

How their work will make an impact

You will be responsible for developing new product features and execute product roadmap which will be the key for our global business growth and build and mentor a high-performance winning team and culture.

What makes this an attractive role/team

You will get an opportunity to take complete ownership of the product development and quality. You will also be a part of a truly exciting, open, fun yet challenging environment which provides enormous opportunities for professional and personal growth.
None"
"https://www.glassdoor.co.in/job-listing/sr-unity-developer-aristocrat-JV_IC2921225_KO0,18_KE19,29.htm?jl=1009396783302",Sr Unity Developer,Aristocrat,Gurgaon,"We are looking for an Sr Engineer to develop amazing games for various platform iOS/Android on Unity. Should be an enthusiastic game developer with an eye for details and at heart with game UI design, UI/UX, audio/video, animation, gameplay and physics aspects. A solid team player that loves building amazing products/games.
You will be joining a team that lives to make the greatest games in the industry. If you are a creative thinker with an analytical mind; if you love your craft and are dedicated to making your work and yourself better every day, then you are certainly an individual that we want to hire.

Your role will be to work as individual contributor and also help mentoring other team members. You will be responsible for owning complete game development cycle for your game, interacting with multiple stakeholders for understanding game requirements and helping your peers and other team members to understand those requirements to build great games
None"
"https://www.glassdoor.co.in/job-listing/junior-sales-executive-gaming-start-up-bamigos-vr-llp-JV_IC4469844_KO0,38_KE39,53.htm?jl=1009408283844",Junior Sales Executive @ Gaming Start-up,Bamigos VR LLP,Lajpat Nagar,"About Us
bamigos.com is a leading developer of games for family entertainment centers. We create engaging and innovative games that bring joy and excitement to families in entertainment venues.
Job Description
We are seeking a motivated and enthusiastic Sales Executive to join our growing team. The ideal candidate will play a crucial role in expanding our client base and maintaining excellent relationships with existing customers.
Key Responsibilities:
- Respond promptly and professionally to incoming customer queries"
"https://www.glassdoor.co.in/job-listing/software-developer-java-pine-labs-JV_IC4477468_KO0,23_KE24,33.htm?jl=1009419501897",Software Developer- Java,Pine Labs,Noida,"Required Experience
2 - 5 Years
Skills
java full stack deve...
We at Pine Labs are looking for those who share our core belief - “Every Day is Game day”. We bring our best selves to work each day to realize our mission of enriching the world through the power of digital commerce and financial services.

The Expectation
Essentially being responsible for overseeing the design and implementation of complex architectural projects. This will also include hands on development of fundamental frameworks too."
"https://www.glassdoor.co.in/job-listing/unity-game-developer-makaz-software-solutions-JV_IC2835065_KO0,20_KE21,45.htm?jl=1009419638610",Unity Game Developer,Makaz Software Solutions,Ghaziabad,"Job Summary:
We are seeking a skilled Unity Developer to join our dynamic team. The ideal candidate will have a strong background in developing and implementing interactive 2D and 3D experiences using the Unity game engine. This role involves working on exciting projects, from game development to virtual reality experiences, and collaborating with cross-functional teams to deliver high-quality software solutions.
Required Skills and Qualifications:
Proficiency in Unity: Extensive experience with Unity 3D/2D, including knowledge of Unity's scripting API, asset management, and UI development."
"https://www.glassdoor.co.in/job-listing/game-algorithm-developer-c-rawzor-JV_KO0,26_KE27,33.htm?jl=1005631696180",Game/Algorithm Developer (C++),Rawzor,Delhi,"C/C++ and C++11/C++14
Strong OOP Concepts
OpenGL ES and Shaders
OpenCV and Cocos2dx
Socket programming
Integrating 3rd party libraries"
"https://www.glassdoor.co.in/job-listing/unity-developer-ksbm-infotech-JV_IC4477468_KO0,15_KE16,29.htm?jl=1009397520204",Unity Developer,KSBM INFOTECH,Noida,"About Us
KSBM Infotech Pvt Ltd is a leading mobile app and software development company that excels in delivering innovative and cutting-edge solutions to clients worldwide. Our dynamic and inclusive work environment fosters creativity and excellence.
Job Overview
We are seeking a skilled and experienced Unity Developer to join our team. The ideal candidate will have a minimum of 1 years of experience in Unity development, with a strong background in game design and programming. The Unity Developer will be responsible for developing and implementing game features, collaborating with the design team, and ensuring the performance and quality of applications."
"https://www.glassdoor.co.in/job-listing/unity-game-developer-synarion-it-solutions-JV_IC2891554_KO0,20_KE21,42.htm?jl=1008096235391",Unity game Developer,Synarion IT Solutions,Kālkāji Devi,"Relevant Exp: 1+ Year
Skills Required:
Experience with Unity 3D Game Engine
Experience supporting all stages of the development lifecycle
Experience with NGUI extension to Unity
Knowledge of Visual Studio programming environment
Excellent knowledge of Unity, including experience with scripting, textures, animation, GUI styles, and user session management
Familiarity with level design and planning
Experience with game physics and particle systems"
"https://www.glassdoor.co.in/job-listing/android-developer-unyscape-infocom-JV_IC4477468_KO0,17_KE18,34.htm?jl=1007742410804",Android Developer,Unyscape Infocom,Noida,"Noida
Full Time
Description
2-6 years with hands-on experience in designing, developing and deploying android mobile applications. Excellent com skills are must. Must have developed game apps.
Experience with Android Platform (intents, services, threading, activity, fragments, etc.)
Strong knowledge and experience with Android platform SDKs and development environments"
"https://www.glassdoor.co.in/job-listing/2d-game-artist-madovergames-JV_KO0,14_KE15,27.htm?jl=1007915672447",2D Game Artist,MadOverGames,Delhi,"MadOverGames
1525 Gold St # 3208,
Alviso, CA 95002
career@madovergames.com
2D Game Artist

MadOverGames is one of the top social mobile gaming companies with its HQ located
in California, USA and offices in India and Europe. MadOverGames have been one of
the top game developers on Apple App Store and Google Play Store."
"https://www.glassdoor.co.in/job-listing/unity-game-developer-ksbm-infotech-JV_IC4477468_KO0,20_KE21,34.htm?jl=1009403696884",Unity Game Developer,KSBM INFOTECH,Noida,"About Us
KSBM Infotech Pvt Ltd is a leading mobile app and software development company that excels in delivering innovative and cutting-edge solutions to clients worldwide. Our dynamic and inclusive work environment fosters creativity and excellence.
Job Overview
We are seeking a skilled and experienced Unity Developer to join our team. The ideal candidate will have a minimum of 2 years of experience in Unity development, with a strong background in game design and programming. The Unity Developer will be responsible for developing and implementing game features, collaborating with the design team, and ensuring the performance and quality of applications."
"https://www.glassdoor.co.in/job-listing/engineer-ii-aristocrat-JV_IC2921225_KO0,11_KE12,22.htm?jl=1009341379899",Engineer II,Aristocrat,Gurgaon,"Seeking highly motivated and self-driven Software Developer who will be responsible for developing slot content for Digital applications (Heart of Vegas, Cashman Casinos & Lightning Link) across various platforms (iOS, Android and Web).
Quick Learner and ability to adept and develop games across various technology stacks like Lonestar (TypeScript), GDK (C++) and Unity gaming engine.
What You'll Do
Develop slot games for Digital Applications across multiple platforms iOS, Android & Web
None"
"https://www.glassdoor.co.in/job-listing/typescript-developer-aristocrat-JV_IC2921225_KO0,20_KE21,31.htm?jl=1009345091454",TypeScript Developer,Aristocrat,Gurgaon,"To design and develop HTML5/Typescript based class 3 real money digital Games for markets across the Globe and be responsible for ensuring high quality standards of games being developed and delivered.
These games will be hosted as digital apps (iOS, Android) as well as over web.
What You'll Do
Design and develop games in TypeScript, JavaScript for our next generation digital RMG gaming platform Bolt to be hosted over different devices of iOS/Android platform and over web as well.
You will also be responsible for implementing digital games using Bolt GDK.
None"
"https://www.glassdoor.co.in/job-listing/game-tester-madovergames-JV_KO0,11_KE12,24.htm?jl=1007915672456",Game Tester,MadOverGames,Delhi,"MadOverGames
1525 Gold St #3208
Alviso, CA 95002
contact@madovergames.com
Game Tester
MadOverGames is one of the top social mobile gaming companies with its HQ located in
California, USA and an office in India. MadOverGames have been one of the top game
developers on Apple App Store and Google Play Store.
For more information, please visit http://madovergames.com"
"https://www.glassdoor.co.in/job-listing/freshers-for-video-game-development-qa-role-gamecloud-technologies-JV_KO0,43_KE44,66.htm?jl=1009119698918",Freshers for Video Game Development & QA Role,GameCloud Technologies,India,"Job Type: Full-time On-site (Contract position)
Compensation: Fixed payment
Job Location(100% Work from office): DSK Vishwa, Dhayari, Pune.
Industries: Video-Games, Online Games, Computer Games, Mobile Games, AR/VR Games
Job Description– Internship for Unity Game Developer & Tester role
Employment Type: Full Time
Qualifications
PG/Graduate/Undergraduate from any stream."
